Title,Date,Link
تونس تفوز على الأردن وتلاقي مصر في نهائي البطولة العربية لسيدات السلة - بوابة الشروق,2025-07-06,https://news.google.com/rss/articles/CBMipwFBVV95cUxNU29lM283bDRaZFJWb1ZBMUlSTHBKNDk0dnItQzlJZmtaeV8yeUUtcTMyQW9kaUpPNElzZkxybkItRTB2dmdGTGEzc1hQTkFuSlFsblRZcHgzYVA3MzJSbFFqRjY3anNBSzJlMU9fQlZCTmNDUmZJTW80Zk84eUtZSEVzNUE3ZVhHTVVUUXYzN3ZfaHhzcmxaNHo2REtvSWxiQ1lweW1DSQ?oc=5
مصر تفوز على تونس وتتصدر الدور التمهيدي بالبطولة العربية لسيدات السلة - الوطن سبورت,2025-07-05,https://news.google.com/rss/articles/CBMivgRBVV95cUxORk5wUjIzMnh4b3MyLWFxanRkbURuX2p6WnVIZlRoaDd4R291NndUTDk0eHJmR09pSi1rX2pXX3BqYmItUWhHanNoN3FrZ1IyMk50V1BreGlrdDJoQlhfbzJOYmNuRUhFNTZrUXNpbWFiMmk4TkkzWXo1dWdSMUlPQTVYOUdvakNCRFlnYUFna1NRVFpLZDZVbllwcTZOUTV0VlVJbUdWY3pmdGJvT1pTQXZiUHktbnVNSXE3Mmp1Qy1BUmtzSXJUeG5ZQzBoemYwdmFqRGJqQlUxd0tzZlZBT0txOVZlbGd6MjBySW0ybm9nSklFNUhIWUFPVlhwVHpWU0JESHlVTC1hUUpwMkpfZDB2RHRGOUdtMEtWcXBCelVLaUJvd1NWMUNLYzk5ZE9sU1NKSnc0UFpFcDBQeUNFbFVvZ2tTYy04dTZRdnY1WmNpX1VsVUM2d3pRMnpvZFI2VHFlQllER0lCUVZtQW5kUkQ3ZjVMX3BqdDNzZHJ6U3FkdHFMZG5haE4yUzBfTXFlcTc3dTJJMV9iYTZ2TUpONjNFSXduVnBQZHNiNzNocXRXNzhxeV9xekZ2d01KTXl3emhFcnVlUzFEMWR5eXU5NkFFVnl1d2xxekVEYW11dDVieG1qVUJwMXlNRGdiTU9qcmxLZUFaMUZSbDhNWkJYTlpiNnVhbWliY3d6emdDMzlLaUFKem1uYzJaOUhNcEJxTkRwTU5EaFpreHl2RUR1eTFMUnE0bnUtX2F1cldR?oc=5
الجزائر تهدي العرب انتصاراً في بطولة أفريقيا سيدات وهزيمة منتخب تونس - العربي الجديد,2025-07-06,https://news.google.com/rss/articles/CBMipARBVV95cUxPRGdwRmxmSjFyVGpNV01OWkZUdkoyV2daUHNhUkVmd0hpMVdIckdpSF9vNFJOaE93V3JMRHN6dzZTX1djN1JpVDdlOVhaLTRLT3dSc1h1MEFrZV9HSWtYMTRra2piaG9oMmpsUk00ZHRYSV9Bek1Qc2RabC1sa0RGdE9sQ0l0ZGZtLW1URDZFbGNJU0xZMG8wdlZ2OHByQk9iNl9QZGlIUlIzQTdqdVhBZ2xIMkFPV2t0b3lXbGhzbUxqUjViekNON19GTWktM1Q4OVl6RXVIN25MYldkUDJLd19tRVplYVZCay1yWUN0TGdOd0FSZmtvd2hPXzNpeWk5cW1xUWZjMHd5Z3NLU19xZWpTMklaMWpLczd6VEdEY2dIaFhVZ0U5b2VLczVRZ3Y0WVcwdjluQy1KdTAxa2h3ck1FbUt3X2FFQmtlNl9LWERwZHRxYmJXdHh3X0lfOWJtb3EweGxwd2VwdGJrcy1xQVhQRXB6cFpOejNTUks1NmJYbmNwc2FTcER6WVVYR29Ya1Nrek40ckp6V3hmZ0ZIaHdUWjVTbHh3M2ozWmZ1d1hrd1BRV2VrZHlpYk5JVlI3dWtWODBZZFpKYXYzbjU0NEpRTk53aEVJQWF5RUFJek1sdDFMMDBVY0hzWTNtckx4QllsNFdtRmtjQWFYMWNPSVl1Sl9FN2xBb1U3MURCRVQ3TC1oblFLY1hXcUh6OFdxRzVYNNIBqgRBVV95cUxQUkViLUNUcGVaUzFUOUlsdzlIMnhRYTlHclF5ZFRWUkkxOWxfenJsb29SQkYzREZ3OUU1Z0tFSG9mUE9SdkItYzNIaTFHS1E2YjNqRHFBUUpNTUlwdDMxMjZNS2pFVy1Ucml3Sk5hUGNjdURnMTh4U19oQnR5a2djNGhjM2lhMXVjNm5sd0Z0M3ZZaGdyS3NiNTNkdUR5OGd3VVczaXV0eFJuNFBWdzJvbWJUdmZSZ1BMSWxNYXpuVlltZkxkZ3hMRTE4ZXFZYjlReEFmYWk2MzQ5ZGgzUkhWTVYxQ052UXBxVE40emVXV1h5VEdYMUR3Nmd1UjhTcTRaTi1ZR1RVdFFUSmh0U0RBaGlkbkk2aDhtTWdIXzcxR19TRTJ5NnpSNUMyRmNvWFlkaUFuUnY5SVE5cDhwSy04dU54M28zb1FvbDJlX0U4OF9abWVha1dId29yNEd4VjZmWlA0R3FWVVJOZlVIVlAxM0RCQkUyODA2eVE5NDk2bFhCLXBlczR5b3AzUjJpcjc0bmwzTGtkVUpfVzBYWVB4OWZZLXVLNkI0ZmZjbS1hOENxb19wU1MxaWNyLUNIbVhxa3BmQ0dCb2JUbEZJRmtVZnpmdXc2NXQ1UVU1Q1U4ckpEdUxMUU9WUFRMcjlLa0xpNGk5UXlOOWRmMWpaalMwcFlxUnFQaElFYUFxN0JtYW15MVo5czU5X2w5OFRhNVZWV3Rvb1ktZGp0dw?oc=5
مصر تفوز على تونس وتتصدر الدور التمهيدي بالبطولة العربية لسيدات السلة - MSN,2025-07-06,https://news.google.com/rss/articles/CBMiwwRBVV95cUxObVpKMWFhZk1JQ1RhYi1iQ2k2X3BBWUhFeENFTVM3SlpFTmlBbHAtd0R6aldLOFpINjdjMjFBMHJrVWpKOWpyVFNoT0h6NFZNQk45OC1mcGlzWDZUWEYtWnlwNlI1d0hydEJRcFNnck9yRnNrSkNIQ0prVGJsRDJUc2VEM2NEWENUMXdyU3NmWWpoekRZRGU2eXQyZHNDNTJyMi1PNGtaeGZTaFN5cnpPUnJWSVZSOGo0cEJtY0hNemw2X040U2NXbEM5SnZvZko3YkdZTW9fUGFTdHI4bWpTSUpJcG1ZODZ3Z0Y3UDRMQnNrRXlCX0JwVTdsREF3dGhHVkM5ZTlaR2FyMzc2NEtibTRuZ2cwSlJIcEdqY2dBdGVfOEFDc2xQTDl4SkljQ19ZLXRIckFpeWlJMzdtZ3FfdUxzaEMzUzZXUzRadGhtb2MzZkJna0VMbC13UXF3V3E5N1RyeXc1em56cFRqRHltNlBHb0huT1ExV01TWTVqb2ZjZGRwQ3JnczBUU1JPRVBuQ3FpZUswRGRJUDZFVEZHMlZXa0x5Wjh0SDBBanNCY3JnR3I3QVd4ZVl1azh4SHMtVDZxNWZQdFZuWlRmREc4ME9MWk1FZ1MwQUNNNVp5Z2k5Z2YyN0dIZ21DbWhURUNBVVUtV09aZVJldFZucGM0Z2xaZ3ZoczhiQXNreUVOcWZJbGVZdnpaQWZqWEFFdThPMnVIcjZfZDI3LUVOS3EyWkIxcGlSSDNsdE1LLVlvaG1CaEU?oc=5
مصر تفوز على تونس وتتصدر الدور التمهيدي بالبطولة العربية لسيدات السلة - صدى البلد,2025-07-05,https://news.google.com/rss/articles/CBMiR0FVX3lxTE94dk5ucEppaFpsUTVtbFgzYnRreDE2Wk9BeUp4T00wRldxTWVIazFDa3hEak1nU3hTS181Q2JmekhuY0xKOG1J?oc=5
